ADDITIONAL_SEGMENT_VALUE,ADDITIONAL_SEGMENT_DESC,ACCT_TYPE,NATURAL_ACCT_SEGMENT_VALUE,NATURAL_ACCT_SEGMENT_DESC,BEGIN_BALANCE,TOTAL_DR,TOTAL_CR,END_BALANCE,ACCOUNTING_PERIOD_PARAM
401,OSR,E,H106001,Electricity,0,165832,0,165832,Jul-26
401,OSR,E,H106002,Telephone & Internet,0,57170.5,0,57170.5,Jul-26
401,OSR,E,H106003,Communication reimbursement,0,117567.9,0,117567.9,Jul-26
401,OSR,E,H106006,Generator Expenses,0,110410,44164,66246,Jul-26
401,OSR,E,H106007,Fuel reimbursement,0,2420903,0,2420903,Jul-26
401,OSR,E,H107001,Depreciation Expense - Furnitures and Fixtures,0,0,0,0,Jul-26
401,OSR,E,H107002,Depreciation Expense - Office Equipment,0,0,0,0,Jul-26
401,OSR,E,H107004,Depreciation Expense - Computers,0,0,0,0,Jul-26
401,OSR,E,H107005,Depreciation Expense - ROUA,0,0,0,0,Jul-26
401,OSR,E,H108001,Road Transportation,0,0,0,0,Jul-26
401,OSR,E,H108002,Vehicle Operations,0,350,0,350,Jul-26
401,OSR,E,H108003,Vehicle Maintenance,0,100,0,100,Jul-26
401,OSR,E,H108004,Vehicle Insurance - Amortization,0,5062.5,0,5062.5,Jul-26
401,OSR,E,H109001,Directors - Trainings & Workshops,0,0,0,0,Jul-26
401,OSR,E,H110002,Health Insurance - Amortization,0,1487289,0,1487289,Jul-26
401,OSR,E,H113001,Exchange Gain,0,0,0,0,Jul-26
401,OSR,E,H113002,Exchange Loss,0,0,0,0,Jul-26
401,OSR,E,H115001,Meeting & Conferences,0,71981,0,71981,Jul-26
401,OSR,E,H116001,Kitchen Supplies,0,65745.48,0,65745.48,Jul-26
401,OSR,E,H116002,Cleaning Material,0,0,0,0,Jul-26
401,OSR,E,H116003,Postage & Courier,0,0,1,-1,Jul-26
401,OSR,E,H116004,Office Supplies,0,29501,0,29501,Jul-26
401,OSR,E,H116006,IT Supplies,0,16250,0,16250,Jul-26
401,OSR,E,H116007,IT - Repair and Maintenance,0,9204,0,9204,Jul-26
401,OSR,E,H116008,Printer Monthly Rental and Usage,0,0,0,0,Jul-26
401,OSR,E,H117001,Office Rent- Islamabad,0,1582801,0,1582801,Jul-26
401,OSR,E,H118001,Amortization - Asset and Vehicles Insurance,0,19069.13,0,19069.13,Jul-26
401,OSR,E,H119001,Boarding & Lodging,0,46864,0,46864,Jul-26
401,OSR,E,H119002,BoD-Boarding & Lodging,0,86366,0,86366,Jul-26
401,OSR,E,H119003,Perdiem,0,144208,0,144208,Jul-26
401,OSR,E,H121001,Office Stationery,0,0,0,0,Jul-26
401,OSR,E,H121002,Stationery Printing,0,0,0,0,Jul-26
401,OSR,E,H122001,IT Consultancy,0,0,0,0,Jul-26
401,OSR,E,H122002,External Audit,0,0,0,0,Jul-26
401,OSR,E,H122004,Legal Charges,0,302082,0,302082,Jul-26
401,OSR,E,H122005,Out of Pocket Ext-Audit,0,0,0,0,Jul-26
401,OSR,E,H122007,Tax Consultancy,0,28750,0,28750,Jul-26
401,OSR,E,H122010,External Audit Fee - Group Audits,0,0,0,0,Jul-26
401,OSR,E,H123003,Daily Wages,0,0,0,0,Jul-26
401,OSR,E,H123005,Staff Training,0,0,0,0,Jul-26
401,OSR,E,H123006,EOBI Expense,0,99123,0,99123,Jul-26
401,OSR,E,H124001,Office Repair & Maintenance,0,180,0,180,Jul-26
401,OSR,E,H124002,Equipment Repair & Maintenance,0,0,0,0,Jul-26
401,OSR,E,H125001,Software Annual Support Services,0,132653.6,0,132653.6,Jul-26
401,OSR,E,H125002,Annual License fee - Amortization,0,0,0,0,Jul-26
401,OSR,E,H125003,ERP support and maintenance cost,0,0,0,0,Jul-26
401,OSR,E,H126001,Fee & Subscription,0,0,0,0,Jul-26
401,OSR,E,H126002,Employee Engagement,0,20630.5,0,20630.5,Jul-26
401,OSR,E,H126004,Corporate Social Responsibility,0,0,0,0,Jul-26
401,OSR,E,H126005,SPOT recognition,0,215900,0,215900,Jul-26
401,OSR,E,H128001,Guards & Janitorial Services,0,333368,0,333368,Jul-26
401,OSR,E,H128002,Corporate and Social Responsibility,0,0,0,0,Jul-26
401,OSR,E,H129006,Directors & officers liability insurance,0,135595.8,0,135595.8,Jul-26
401,OSR,E,H129008,Other Expense,0,0,0,0,Jul-26
401,OSR,E,H129009,JSK Feeds - Management Expense,0,0,0,0,Jul-26
401,OSR,E,H129018,Finance Cost on Lease Liability,0,0,0,0,Jul-26
401,OSR,E,H129021,Life Insurance - Amortization,0,97308,0,97308,Jul-26
401,OSR,E,H129033,Management fee expense PFSL,0,0,0,0,Jul-26
401,OSR,E,H129036,Modification loss on KRN convertible loans,0,0,0,0,Jul-26
401,OSR,E,H129037,Brokerage fee and Ancillary charges,0,0,0,0,Jul-26
401,OSR,E,H130002,Cross-Currency Rounding Account,0,0,0,0,Jul-26
401,OSR,E,H130003,Board and Committee Meetings,0,0,0,0,Jul-26
401,OSR,E,H13003D,Dummy account as of June-22,0,0,0,0,Jul-26
401,OSR,E,I107004,Recovery agent fee for KRN WV parties,0,250000,0,250000,Jul-26
401,OSR,E,I109004,Ancillary Cost / Portfolio through PFSL,0,0,0,0,Jul-26
401,OSR,E,I112001,WV: Technical Assistance (BDS),0,0,0,0,Jul-26
401,OSR,E,I114001,WV: Capacity Building Funds,0,0,0,0,Jul-26
401,OSR,E,K102005,Green Economy- Developing Case Studies,0,0,0,0,Jul-26
401,OSR,E,K102006,PR Services,0,210900.8,0,210900.8,Jul-26
401,OSR,E,K102008,Product-Oriented Research on Select Agri Value Chains,0,0,0,0,Jul-26
401,OSR,E,K102014,Website Maintenance+SEO,0,76647.06,0,76647.06,Jul-26
401,OSR,E,K102015,Digital and Social Media,0,241258.2,0,241258.2,Jul-26
401,OSR,E,K102016,Marketing Collateral,0,0,374.5,-374.5,Jul-26
401,OSR,E,K102017,SME/CIC Market Visibility and Outreach,0,0,0,0,Jul-26
401,OSR,E,K102020,"WV - Events, Videos, Briefs, etc. - on-going",0,0,0,0,Jul-26
401,OSR,E,K102025,ICF Marketing & MEL,0,0,0,0,Jul-26
401,OSR,E,K102026,"WV - Events, Videos, Briefs",0,0,0,0,Jul-26
401,OSR,E,K102036,Production equipment,0,0,0,0,Jul-26
401,OSR,E,K103035,Constant Contact,0,0,0,0,Jul-26
401,OSR,E,K103052,"Engagement with Influencer Platforms/Podcasts (Pakistonomy, Tabadlab, etc.)",0,0,0,0,Jul-26
401,OSR,E,K103055,"Feasibilities of Innovative Climate Change Investments Projects (e.g. Biomass, Commercial Forestry)",0,0,0,0,Jul-26
401,OSR,E,K103062,"Editing and Printing of Internal Notes (e.g. Budget, Import Substitution of Agri Commodities, Digitization of Argi Cooperatives)",0,0,0,0,Jul-26
401,OSR,E,K103069,Identifying WEE inclusive sectors and opportunities for anchor models,0,0,0,0,Jul-26
401,OSR,E,K103071,Feasibility Study of Investible Green Projects (new),0,0,0,0,Jul-26
401,OSR,E,M102001,Third Party Monitoring of Karandaaz Projects,0,0,0,0,Jul-26
401,OSR,E,M104008,CIC Assessment,0,0,0,0,Jul-26
401,OSR,E,M117001,MEL Tech Stack/ Dashboard (on secure database),0,0,0,0,Jul-26
401,OSR,E,SS5H100,Staff Salaries,0,23417691,0,23417691,Jul-26
401,OSR,E,SS5H200,Staff Provident Fund,0,2330464,0,2330464,Jul-26
401,OSR,E,SS5H201,Gratuity expense (Staff Salaries),0,0,0,0,Jul-26
401,OSR,E,SS5H300,Staff Over time,0,183466,0,183466,Jul-26
401,OSR,E,SS5H400,Staff Car Monetization,0,2837516,0,2837516,Jul-26
401,OSR,E,SS5H500,Staff Child care assistance,0,109000,0,109000,Jul-26
401,OSR,E,SS5H600,Performance payout,0,0,0,0,Jul-26
401,OSR,E,SS5H700,Staff Arrears,0,-9669,0,-9669,Jul-26
401,OSR,E,SS5H800,Other Deductions,0,137000,0,137000,Jul-26
401,OSR,E,SS5H900,Other Reimbursement Expenses,0,286613,0,286613,Jul-26
401,OSR,E,h106008,Wellness Allowance (Grade 7-10),0.00E+00,6000,0,6.00E+03,Jul-26
501,N/A,E,C101001,FCDO - Amortization of Deferred Grant,0,0,0,0,Jul-26
501,N/A,E,C103002,MBL-SME Loans-Variable Expenses,0,0,0,0,Jul-26
501,N/A,E,C103003,BAFL-SME Loans-Variable Expenses,0,0,0,0,Jul-26
501,N/A,E,C105004,TA to New Partners,0,0,0,0,Jul-26
501,N/A,E,C107002,Strategic Investment - Pre & post investment cost,0,0,0,0,Jul-26
501,N/A,E,C108002,Credit - Pre & post investment cost,0,0,0,0,Jul-26
501,N/A,E,C109002,Equity - Pre & post investment cost,0,0,0,0,Jul-26
501,N/A,E,C130004,SEED Technical Assistance,0.00E+00,0,0,0.00E+00,Jul-26
501,N/A,E,C130005,CDC Maintenance Charges,0.00E+00,0,0,0.00E+00,Jul-26
501,N/A,E,D103012,Digital Experiments (5-7),0,0,0,0,Jul-26
501,N/A,E,D103015,UI/UX based support for market players,0.00E+00,0,0,0.00E+00,Jul-26
501,N/A,E,D103016,Fintech Disrupt Challenge,0.00E+00,0,0,0.00E+00,Jul-26
501,N/A,E,D103020,FIWC - 2,0.00E+00,0,0,0.00E+00,Jul-26
501,N/A,E,D105004,CDNS,0.00E+00,0,0,0.00E+00,Jul-26
501,N/A,E,D105007,Agri Value Chain Payment Digitization,0.00E+00,0,0,0.00E+00,Jul-26
501,N/A,E,D105008,SECP Digital & IT Transformation,0.00E+00,0,0,0.00E+00,Jul-26
501,N/A,E,D106004,BISP- ERP & Payment reconciliation system,0.00E+00,0,0,0.00E+00,Jul-26
501,N/A,E,D107002,MPG - Infrastructure,0,0,0,0,Jul-26
501,N/A,E,D107003,MPG - Consultant (Mckinsey),0.00E+00,0,0,0.00E+00,Jul-26
501,N/A,E,D107004,MPG Infrastructure,0,0,0,0,Jul-26
501,N/A,E,D107005,Pilot MPG Linked Projects,0,0,0,0,Jul-26
501,N/A,E,D107007,MPG Operations,0,0,0,0,Jul-26
501,N/A,E,D107009,Engagement with Fintech Practitioners,0,0,0,0,Jul-26
501,N/A,E,D107011,Company Registry,0,0,0,0,Jul-26
501,N/A,E,D107043,RAAST Implementation Phase,0,0,0,0,Jul-26
501,N/A,E,H101001,Bank Charges,0,0,0,0,Jul-26
501,N/A,E,H102001,Amortization of Intangible Assets,0,0,0,0,Jul-26
501,N/A,E,H103002,Capacity Building,0,0,0,0,Jul-26
501,N/A,E,H104001,Travel,0,0,0,0,Jul-26
501,N/A,E,H105001,HR Consultancies & Internships,0,0,0,0,Jul-26
501,N/A,E,H106001,Electricity,0,0,0,0,Jul-26
501,N/A,E,H106002,Telephone & Internet,0,0,0,0,Jul-26
501,N/A,E,H106003,Communication reimbursement,0,0,0,0,Jul-26
501,N/A,E,H106006,Generator Expenses,0,0,0,0,Jul-26
501,N/A,E,H106007,Fuel reimbursement,0,0,0,0,Jul-26
501,N/A,E,H107001,Depreciation Expense - Furnitures and Fixtures,0,0,0,0,Jul-26
501,N/A,E,H107002,Depreciation Expense - Office Equipment,0,0,0,0,Jul-26
501,N/A,E,H107003,Depreciation Expense - Vehicles,0,0,0,0,Jul-26
501,N/A,E,H107004,Depreciation Expense - Computers,0,0,0,0,Jul-26
501,N/A,E,H107005,Depreciation Expense - ROUA,0,0,0,0,Jul-26
501,N/A,E,H108002,Vehicle Operations,0,0,0,0,Jul-26
501,N/A,E,H108003,Vehicle Maintenance,0,0,0,0,Jul-26
501,N/A,E,H110002,Health Insurance - Amortization,0,0,0,0,Jul-26
501,N/A,E,H113001,Exchange Gain,0,0,15230.91,-15230.9,Jul-26
501,N/A,E,H113002,Exchange Loss,0,259033.5,0,259033.5,Jul-26
501,N/A,E,H114001,Investment / Credit Committee,0,0,0,0,Jul-26
501,N/A,E,H115001,Meeting & Conferences,0,0,0,0,Jul-26
501,N/A,E,H116001,Kitchen Supplies,0,0,0,0,Jul-26
501,N/A,E,H116002,Cleaning Material,0,0,0,0,Jul-26
501,N/A,E,H116003,Postage & Courier,0,0,0,0,Jul-26
501,N/A,E,H116004,Office Supplies,0,0,0,0,Jul-26
501,N/A,E,H116007,IT - Repair and Maintenance,0,0,0,0,Jul-26
501,N/A,E,H116008,Printer Monthly Rental and Usage,0,0,0,0,Jul-26
501,N/A,E,H117001,Office Rent- Islamabad,0,0,0,0,Jul-26
501,N/A,E,H118001,Amortization - Asset and Vehicles Insurance,0,0,0,0,Jul-26
501,N/A,E,H119001,Boarding & Lodging,0,0,0,0,Jul-26
501,N/A,E,H119003,Perdiem,0,0,0,0,Jul-26
501,N/A,E,H121002,Stationery Printing,0,0,0,0,Jul-26
501,N/A,E,H122001,IT Consultancy,0,0,0,0,Jul-26
501,N/A,E,H122002,External Audit,0,0,0,0,Jul-26
501,N/A,E,H122004,Legal Charges,0,0,0,0,Jul-26
501,N/A,E,H122005,Out of Pocket Ext-Audit,0,0,0,0,Jul-26
501,N/A,E,H122006,Out of Pocket Internal-Audit,0,0,0,0,Jul-26
501,N/A,E,H122007,Tax Consultancy,0,0,0,0,Jul-26
501,N/A,E,H122010,External Audit Fee - Group Audits,0,0,0,0,Jul-26
501,N/A,E,H123003,Daily Wages,0,0,0,0,Jul-26
501,N/A,E,H123005,Staff Training,0,0,0,0,Jul-26
501,N/A,E,H123006,EOBI Expense,0,2397,0,2397,Jul-26
501,N/A,E,H123007,Advertisement Expenses,0,0,0,0,Jul-26
501,N/A,E,H124001,Office Repair & Maintenance,0,0,0,0,Jul-26
501,N/A,E,H125001,Software Annual Support Services,0,0,0,0,Jul-26
501,N/A,E,H125002,Annual License fee - Amortization,0,0,0,0,Jul-26
501,N/A,E,H126001,Fee & Subscription,0,0,0,0,Jul-26
501,N/A,E,H126002,Employee Engagement,0,0,0,0,Jul-26
501,N/A,E,H126005,SPOT recognition,0,0,0,0,Jul-26
501,N/A,E,H127001,Loss on disposal of Fixed Assets,0,0,0,0,Jul-26
501,N/A,E,H128001,Guards & Janitorial Services,0,0,0,0,Jul-26
501,N/A,E,H128002,Corporate and Social Responsibility,0,0,0,0,Jul-26
501,N/A,E,H129006,Directors & officers liability insurance,0,0,0,0,Jul-26
501,N/A,E,H129008,Other Expense,0,30486,0,30486,Jul-26
501,N/A,E,H129009,JSK Feeds - Management Expense,0,0,0,0,Jul-26
501,N/A,E,H129014,Impaiment Loss under IFRS 9,0,0,0,0,Jul-26
501,N/A,E,H129018,Finance Cost on Lease Liability,0,0,0,0,Jul-26
501,N/A,E,H129019,Loss on below market rate loans - PFSL,0,0,0,0,Jul-26
501,N/A,E,H129021,Life Insurance - Amortization,0,0,0,0,Jul-26
501,N/A,E,H129022,Unwinding of Interest on loan to BF Biosciences,0,0,0,0,Jul-26
501,N/A,E,H129024,Unwinding of Interest on loans through PFSL,0,0,0,0,Jul-26
501,N/A,E,H129025,Modification loss on below Market loans - PFSL,0,0,0,0,Jul-26
501,N/A,E,H129027,Life Insurance - Expense,0,0,0,0,Jul-26
501,N/A,E,H129028,BFBL-SME Loans-Variable Expenses,0,0,0,0,Jul-26
501,N/A,E,H129029,Nizam- SME Loans- Variable Expenses,0,0,0,0,Jul-26
501,N/A,E,H129030,WHT on dividend,0,0,0,0,Jul-26
501,N/A,E,H129033,Management fee expense PFSL,0,0,0,0,Jul-26
501,N/A,E,H129034,Modification loss / gain on BFBL,0,0,0,0,Jul-26
501,N/A,E,H129035,Modification loss / gain due to change in cashflow on IHV,0.00E+00,0,0,0.00E+00,Jul-26
501,N/A,E,H129036,Modification loss on KRN convertible loans,0,0,0,0,Jul-26
501,N/A,E,H129037,Brokerage fee and Ancillary charges,0.00E+00,0,0,0.00E+00,Jul-26
501,N/A,E,H129038,Sales tax - Withholding by clients,0,0,0,0,Jul-26
501,N/A,E,H130002,Cross-Currency Rounding Account,0,1.07E+08,1.07E+08,0.49,Jul-26
501,N/A,E,H13003D,Dummy account as of June-22,0.00E+00,0,0.16,-1.60E-01,Jul-26
501,N/A,E,I107003,Women Entrepreneurship Challenge 2020,0,0,0,0,Jul-26
501,N/A,E,I109001,ICF 6 - GCF (Grant),0,0,0,0,Jul-26
501,N/A,E,I109004,Ancillary Cost / Portfolio through PFSL,0,0,0,0,Jul-26
501,N/A,E,I111001,WV: Investments,0.00E+00,0,0,0.00E+00,Jul-26
501,N/A,E,I112001,WV: Technical Assistance (BDS),0,0,0,0,Jul-26
501,N/A,E,I112002,WV 2020: Technical Assistance,0,0,0,0,Jul-26
501,N/A,E,I114001,WV: Capacity Building Funds,0,0,0,0,Jul-26
501,N/A,E,K102003,Alternate Revenue Models for National Payment System,0,0,0,0,Jul-26
501,N/A,E,K102008,Product-Oriented Research on Select Agri Value Chains,0,0,0,0,Jul-26
501,N/A,E,K102009,Karandaaz Innovation - Advertising & Outreach,0,0,0,0,Jul-26
501,N/A,E,K102013,Design Agency,0,0,0,0,Jul-26
501,N/A,E,K102014,Website Maintenance+SEO,0,0,0,0,Jul-26
501,N/A,E,K102015,Digital and Social Media,0,0,0,0,Jul-26
501,N/A,E,K102016,Marketing Collateral,0,0,0,0,Jul-26
501,N/A,E,K102017,SME/CIC Market Visibility and Outreach,0,0,0,0,Jul-26
501,N/A,E,K102020,"WV - Events, Videos, Briefs, etc. - on-going",0,0,0,0,Jul-26
501,N/A,E,K102021,Study on Alternate Energy and Energy Efficiency,0,0,0,0,Jul-26
501,N/A,E,K102023,Comms Consultant,0,0,0,0,Jul-26
501,N/A,E,K102025,ICF Marketing & MEL,0,0,0,0,Jul-26
501,N/A,E,K102028,CDNS ATM Card Launch,0,0,0,0,Jul-26
501,N/A,E,K102030,MPG P2P Launch,0,0,0,0,Jul-26
501,N/A,E,K103003,Data Portal (BMGF),0,0,0,0,Jul-26
501,N/A,E,K103004,Data Portal (FCDO),0,0,0,0,Jul-26
501,N/A,E,K103018,Study on Landscape - Women Led Businesses,0,0,0,0,Jul-26
501,N/A,E,K103019,Demand Side Outreach Activity,0,0,0,0,Jul-26
501,N/A,E,K103020,Data Portal 2.0 (FCDO),0,0,0,0,Jul-26
501,N/A,E,K103021,Data Portal 2.0 (BMGF),0,0,0,0,Jul-26
501,N/A,E,K103025,FII Survey Wave VII,0,0,0,0,Jul-26
501,N/A,E,K103028,Study on Quality of Jobs Created,0,0,0,0,Jul-26
501,N/A,E,K103030,Study on the prevalent tax regime,0,0,0,0,Jul-26
501,N/A,E,K103033,Regulatory Framework for Digital Assets,0,0,0,0,Jul-26
501,N/A,E,K103035,Constant Contact,0,0,0,0,Jul-26
501,N/A,E,K103040,Knowledge Partnerships,0,0,0,0,Jul-26
501,N/A,E,K103043,Digital Pakistan Conference and Workships/Events/Industry Consultations/Round Tables,0,0,0,0,Jul-26
501,N/A,E,M102001,Third Party Monitoring of Karandaaz Projects,0,0,0,0,Jul-26
501,N/A,E,M103005,M&E- Formative evaluations and baselines,0,0,0,0,Jul-26
501,N/A,E,M104010,MEL functional Assessments (FCDO),0,0,0,0,Jul-26
501,N/A,E,M108001,SRQ Toolkit Update,0,0,0,0,Jul-26
501,N/A,E,SS5H100,Staff Salaries,0,0,0,0,Jul-26
501,N/A,E,SS5H200,Staff Provident Fund,0,0,0,0,Jul-26
501,N/A,E,SS5H201,Gratuity expense (Staff Salaries),0,0,0,0,Jul-26
501,N/A,E,SS5H300,Staff Over time,0,0,0,0,Jul-26
501,N/A,E,SS5H600,Performance payout,0,0,0,0,Jul-26
601,FCDO & BMGF & OSR,E,H101001,Bank Charges,0,0,0,0,Jul-26
601,FCDO & BMGF & OSR,E,H130002,Cross-Currency Rounding Account,0,0,0,0,Jul-26
101,FCDO,E,C103002,MBL-SME Loans-Variable Expenses,0,0,0,0,Aug-26
101,FCDO,E,C106002,CIC Transaction cost - Legal D.D & Documentation,0,0,0,0,Aug-26
